Period,Series_reference,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
2021.12,BDCM.SB1F,16698,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.01,BDCM.SB1F,16677,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.02,BDCM.SB1F,16692,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.03,BDCM.SB1F,16674,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.04,BDCM.SB1F,16803,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.05,BDCM.SB1F,16668,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.06,BDCM.SB1F,16761,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.07,BDCM.SB1F,16704,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.08,BDCM.SB1F,16767,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.09,BDCM.SB1F,16719,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.1,BDCM.SB1F,16797,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.11,BDCM.SB1F,16698,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2022.12,BDCM.SB1F,16806,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2023.01,BDCM.SB1F,16698,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2023.02,BDCM.SB1F,16710,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2023.03,BDCM.SB1F,16635,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.01,BDCM.SB1G,26595,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.02,BDCM.SB1G,26670,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.03,BDCM.SB1G,26673,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.04,BDCM.SB1G,26697,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.05,BDCM.SB1G,26601,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.06,BDCM.SB1G,26844,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.07,BDCM.SB1G,26649,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.08,BDCM.SB1G,26625,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.09,BDCM.SB1G,26613,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.1,BDCM.SB1G,26646,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.11,BDCM.SB1G,26568,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.12,BDCM.SB1G,26823,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.01,BDCM.SB1G,26889,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.02,BDCM.SB1G,26973,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.03,BDCM.SB1G,26976,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.04,BDCM.SB1G,27033,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.05,BDCM.SB1G,27018,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.06,BDCM.SB1G,26913,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.07,BDCM.SB1G,26976,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.08,BDCM.SB1G,27057,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.09,BDCM.SB1G,26943,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.1,BDCM.SB1G,27051,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.11,BDCM.SB1G,27054,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2016.12,BDCM.SB1G,27279,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.01,BDCM.SB1G,27180,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.02,BDCM.SB1G,27252,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.03,BDCM.SB1G,27294,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.04,BDCM.SB1G,27393,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.05,BDCM.SB1G,27132,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.06,BDCM.SB1G,27174,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.07,BDCM.SB1G,27084,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.08,BDCM.SB1G,27093,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.09,BDCM.SB1G,26994,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.1,BDCM.SB1G,27153,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.11,BDCM.SB1G,26889,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2017.12,BDCM.SB1G,27096,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.01,BDCM.SB1G,26886,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.02,BDCM.SB1G,27222,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.03,BDCM.SB1G,27165,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.04,BDCM.SB1G,27252,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.05,BDCM.SB1G,26766,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.06,BDCM.SB1G,26853,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.07,BDCM.SB1G,26808,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.08,BDCM.SB1G,26838,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.09,BDCM.SB1G,26616,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.1,BDCM.SB1G,26730,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.11,BDCM.SB1G,26700,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2018.12,BDCM.SB1G,27009,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.01,BDCM.SB1G,27012,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.02,BDCM.SB1G,27165,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.03,BDCM.SB1G,27039,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.04,BDCM.SB1G,27189,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.05,BDCM.SB1G,26928,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.06,BDCM.SB1G,26982,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.07,BDCM.SB1G,26865,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.08,BDCM.SB1G,26988,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.09,BDCM.SB1G,26874,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.1,BDCM.SB1G,26919,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.11,BDCM.SB1G,27105,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2019.12,BDCM.SB1G,26976,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.01,BDCM.SB1G,26913,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.02,BDCM.SB1G,26850,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.03,BDCM.SB1G,26853,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.04,BDCM.SB1G,26853,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.05,BDCM.SB1G,26799,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.06,BDCM.SB1G,26862,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.07,BDCM.SB1G,26661,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.08,BDCM.SB1G,26748,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.09,BDCM.SB1G,26610,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.1,BDCM.SB1G,26769,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.11,BDCM.SB1G,26520,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2020.12,BDCM.SB1G,26865,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.01,BDCM.SB1G,26769,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.02,BDCM.SB1G,27015,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.03,BDCM.SB1G,27042,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.04,BDCM.SB1G,27273,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.05,BDCM.SB1G,27102,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.06,BDCM.SB1G,27387,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.07,BDCM.SB1G,27375,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.08,BDCM.SB1G,27603,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.09,BDCM.SB1G,27600,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.1,BDCM.SB1G,27972,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.11,BDCM.SB1G,27711,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2021.12,BDCM.SB1G,28176,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.01,BDCM.SB1G,28146,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.02,BDCM.SB1G,28302,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.03,BDCM.SB1G,28377,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.04,BDCM.SB1G,28749,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.05,BDCM.SB1G,28488,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.06,BDCM.SB1G,28872,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.07,BDCM.SB1G,28821,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.08,BDCM.SB1G,29040,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.09,BDCM.SB1G,28932,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.1,BDCM.SB1G,29091,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.11,BDCM.SB1G,28929,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2022.12,BDCM.SB1G,29316,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2023.01,BDCM.SB1G,29097,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2023.02,BDCM.SB1G,29244,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2023.03,BDCM.SB1G,29247,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Retail Trade,,,
2015.01,BDCM.SB1H,19104,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.02,BDCM.SB1H,19176,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.03,BDCM.SB1H,19299,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.04,BDCM.SB1H,19326,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.05,BDCM.SB1H,19293,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.06,BDCM.SB1H,19437,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.07,BDCM.SB1H,19386,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.08,BDCM.SB1H,19392,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.09,BDCM.SB1H,19353,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.1,BDCM.SB1H,19371,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.11,BDCM.SB1H,19398,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2015.12,BDCM.SB1H,19530,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.01,BDCM.SB1H,19779,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.02,BDCM.SB1H,19956,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.03,BDCM.SB1H,20052,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.04,BDCM.SB1H,20073,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.05,BDCM.SB1H,20133,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.06,BDCM.SB1H,20184,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.07,BDCM.SB1H,20268,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.08,BDCM.SB1H,20346,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.09,BDCM.SB1H,20358,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.1,BDCM.SB1H,20418,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.11,BDCM.SB1H,20418,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2016.12,BDCM.SB1H,20625,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.01,BDCM.SB1H,20610,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.02,BDCM.SB1H,20724,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.03,BDCM.SB1H,20823,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.04,BDCM.SB1H,20991,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.05,BDCM.SB1H,20913,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.06,BDCM.SB1H,20952,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.07,BDCM.SB1H,20946,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.08,BDCM.SB1H,21009,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.09,BDCM.SB1H,20976,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.1,BDCM.SB1H,21117,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
2017.11,BDCM.SB1H,21027,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Accommodation and Food Services,,,
